race,age_group,state,population
Non-Hispanic White,35-44 years,Illinois,946019
Non-Hispanic White,35-44 years,Indiana,632319
Non-Hispanic White,35-44 years,Iowa,318800
Non-Hispanic White,35-44 years,Kansas,264513
Non-Hispanic White,35-44 years,Kentucky,461224
Non-Hispanic White,35-44 years,Louisiana,338253
Non-Hispanic White,35-44 years,Maine,140568
Non-Hispanic White,35-44 years,Maryland,351894
Non-Hispanic White,35-44 years,Massachusetts,557386
Non-Hispanic White,35-44 years,Michigan,852789
Non-Hispanic White,35-44 years,Minnesota,550827
Non-Hispanic White,35-44 years,Mississippi,197849
Non-Hispanic White,35-44 years,Missouri,584254
Non-Hispanic White,35-44 years,Montana,108989
Non-Hispanic White,35-44 years,Nebraska,185384
Non-Hispanic White,35-44 years,Nevada,181490
Non-Hispanic White,35-44 years,New Hampshire,135307
Non-Hispanic White,35-44 years,New Jersey,538873
Non-Hispanic White,35-44 years,New Mexico,82421
Non-Hispanic White,35-44 years,New York,1236856
Non-Hispanic White,35-44 years,North Carolina,772298
Non-Hispanic White,35-44 years,North Dakota,75301
Non-Hispanic White,35-44 years,Ohio,1081042
Non-Hispanic White,35-44 years,Oklahoma,316621
Non-Hispanic White,35-44 years,Oregon,410890
Non-Hispanic White,35-44 years,Pennsylvania,1099261
Non-Hispanic White,35-44 years,Rhode Island,83900
Non-Hispanic White,35-44 years,South Carolina,376386
Non-Hispanic White,35-44 years,South Dakota,84375
Non-Hispanic White,35-44 years,Tennessee,604937
Non-Hispanic White,35-44 years,Texas,1491157
Non-Hispanic White,35-44 years,United States,23386184
Non-Hispanic White,35-44 years,Utah,341677
Non-Hispanic White,35-44 years,Vermont,64936
Non-Hispanic White,35-44 years,Virginia,634348
Non-Hispanic White,35-44 years,Washington,656161
Non-Hispanic White,35-44 years,West Virginia,199257
Non-Hispanic White,35-44 years,Wisconsin,559104
Non-Hispanic White,35-44 years,Wyoming,60706
Non-Hispanic White,45-54 years,Alabama,428273
Non-Hispanic White,45-54 years,Alaska,57955
Non-Hispanic White,45-54 years,Arizona,486574
Non-Hispanic White,45-54 years,Arkansas,277635
Non-Hispanic White,45-54 years,California,1946082
Non-Hispanic White,45-54 years,Colorado,505064
Non-Hispanic White,45-54 years,Connecticut,343503
Non-Hispanic White,45-54 years,Delaware,77302
Non-Hispanic White,45-54 years,District of Columbia,25788
Non-Hispanic White,45-54 years,Florida,1439394
Non-Hispanic White,45-54 years,Georgia,774523
Non-Hispanic White,45-54 years,Hawaii,36276
Non-Hispanic White,45-54 years,Idaho,167923
Non-Hispanic White,45-54 years,Illinois,1037286
Non-Hispanic White,45-54 years,Indiana,688470
Non-Hispanic White,45-54 years,Iowa,327730
Non-Hispanic White,45-54 years,Kansas,263164
Non-Hispanic White,45-54 years,Kentucky,501224
Non-Hispanic White,45-54 years,Louisiana,348360
Non-Hispanic White,45-54 years,Maine,170511
Non-Hispanic White,45-54 years,Maryland,418874
Non-Hispanic White,45-54 years,Massachusetts,689674
Non-Hispanic White,45-54 years,Michigan,994370
Non-Hispanic White,45-54 years,Minnesota,576973
Non-Hispanic White,45-54 years,Mississippi,217594
Non-Hispanic White,45-54 years,Missouri,612092
Non-Hispanic White,45-54 years,Montana,106373
Non-Hispanic White,45-54 years,Nebraska,179390
Non-Hispanic White,45-54 years,Nevada,203698
Non-Hispanic White,45-54 years,New Hampshire,174164
Non-Hispanic White,45-54 years,New Jersey,695129
Non-Hispanic White,45-54 years,New Mexico,92009
Non-Hispanic White,45-54 years,New York,1435026
Non-Hispanic White,45-54 years,North Carolina,907298
Non-Hispanic White,45-54 years,North Dakota,69872
Non-Hispanic White,45-54 years,Ohio,1212509
Non-Hispanic White,45-54 years,Oklahoma,320210
Non-Hispanic White,45-54 years,Oregon,397743
Non-Hispanic White,45-54 years,Pennsylvania,1302082
Non-Hispanic White,45-54 years,Rhode Island,106088
Non-Hispanic White,45-54 years,South Carolina,427082
Non-Hispanic White,45-54 years,South Dakota,82637
Non-Hispanic White,45-54 years,Tennessee,677180
Non-Hispanic White,45-54 years,Texas,1564438
Non-Hispanic White,45-54 years,United States,25977116
Non-Hispanic White,45-54 years,Utah,253771
Non-Hispanic White,45-54 years,Vermont,75969
Non-Hispanic White,45-54 years,Virginia,711122
Non-Hispanic White,45-54 years,Washington,669556
Non-Hispanic White,45-54 years,West Virginia,219587
Non-Hispanic White,45-54 years,Wisconsin,625605
Non-Hispanic White,45-54 years,Wyoming,55964
Non-Hispanic White,55-64 years,Alabama,463104
Non-Hispanic White,55-64 years,Alaska,67675
Non-Hispanic White,55-64 years,Arizona,593146
Non-Hispanic White,55-64 years,Arkansas,303689
Non-Hispanic White,55-64 years,California,2310513
Non-Hispanic White,55-64 years,Colorado,559894
Non-Hispanic White,55-64 years,Connecticut,400883
Non-Hispanic White,55-64 years,Delaware,97545
Non-Hispanic White,55-64 years,District of Columbia,20346
Non-Hispanic White,55-64 years,Florida,1793287
Non-Hispanic White,55-64 years,Georgia,785117
Non-Hispanic White,55-64 years,Hawaii,46954
Non-Hispanic White,55-64 years,Idaho,191776
Non-Hispanic White,55-64 years,Illinois,1184821
Non-Hispanic White,55-64 years,Indiana,753602
Non-Hispanic White,55-64 years,Iowa,389173
Non-Hispanic White,55-64 years,Kansas,317761
Non-Hispanic White,55-64 years,Kentucky,532452
Non-Hispanic White,55-64 years,Louisiana,391791
Non-Hispanic White,55-64 years,Maine,204139
Non-Hispanic White,55-64 years,Maryland,476936
Non-Hispanic White,55-64 years,Massachusetts,767171
Non-Hispanic White,55-64 years,Michigan,1153278
Non-Hispanic White,55-64 years,Minnesota,678563
Non-Hispanic White,55-64 years,Mississippi,238719
Non-Hispanic White,55-64 years,Missouri,705117
Non-Hispanic White,55-64 years,Montana,138459
Non-Hispanic White,55-64 years,Nebraska,215034
Non-Hispanic White,55-64 years,Nevada,234238
Non-Hispanic White,55-64 years,New Hampshire,201621
Non-Hispanic White,55-64 years,New Jersey,794667
Non-Hispanic White,55-64 years,New Mexico,133958
Non-Hispanic White,55-64 years,New York,1628033
Non-Hispanic White,55-64 years,North Carolina,956269
Non-Hispanic White,55-64 years,North Dakota,87566
Non-Hispanic White,55-64 years,Ohio,1365300
Non-Hispanic White,55-64 years,Oklahoma,373905
Non-Hispanic White,55-64 years,Oregon,464858
Non-Hispanic White,55-64 years,Pennsylvania,1521422
Non-Hispanic White,55-64 years,Rhode Island,124442
Non-Hispanic White,55-64 years,South Carolina,471450
Non-Hispanic White,55-64 years,South Dakota,106351
Non-Hispanic White,55-64 years,Tennessee,708640
Non-Hispanic White,55-64 years,Texas,1743529
Non-Hispanic White,55-64 years,United States,29624945
Non-Hispanic White,55-64 years,Utah,255697
Non-Hispanic White,55-64 years,Vermont,92351
Non-Hispanic White,55-64 years,Virginia,761344
Non-Hispanic White,55-64 years,Washington,764651
Non-Hispanic White,55-64 years,West Virginia,243829
Non-Hispanic White,55-64 years,Wisconsin,737987
Non-Hispanic White,55-64 years,Wyoming,71892
Non-Hispanic White,65-74 years,Alabama,368590
Non-Hispanic White,65-74 years,Alaska,43911
Non-Hispanic White,65-74 years,Arizona,565123
Non-Hispanic White,65-74 years,Arkansas,248751
Non-Hispanic White,65-74 years,California,1821424
Non-Hispanic White,65-74 years,Colorado,415590
Non-Hispanic White,65-74 years,Connecticut,282638
Non-Hispanic White,65-74 years,Delaware,84875
Non-Hispanic White,65-74 years,District of Columbia,17069
Non-Hispanic White,65-74 years,Florida,1720063
Non-Hispanic White,65-74 years,Georgia,606664
Non-Hispanic White,65-74 years,Hawaii,45334
Non-Hispanic White,65-74 years,Idaho,155451
Non-Hispanic White,65-74 years,Illinois,852799
Non-Hispanic White,65-74 years,Indiana,548329
Non-Hispanic White,65-74 years,Iowa,286640
Non-Hispanic White,65-74 years,Kansas,232979
Non-Hispanic White,65-74 years,Kentucky,398418
Non-Hispanic White,65-74 years,Louisiana,293704
Non-Hispanic White,65-74 years,Maine,158902
Non-Hispanic White,65-74 years,Maryland,345462
Non-Hispanic White,65-74 years,Massachusetts,557840
Non-Hispanic White,65-74 years,Michigan,846390
Non-Hispanic White,65-74 years,Minnesota,472889
Non-Hispanic White,65-74 years,Mississippi,191218
Non-Hispanic White,65-74 years,Missouri,519250
Non-Hispanic White,65-74 years,Montana,112074
Non-Hispanic White,65-74 years,Nebraska,158357
Non-Hispanic White,65-74 years,Nevada,204084
Non-Hispanic White,65-74 years,New Hampshire,141112
Non-Hispanic White,65-74 years,New Jersey,567313
Non-Hispanic White,65-74 years,New Mexico,126300
Non-Hispanic White,65-74 years,New York,1222595
Non-Hispanic White,65-74 years,North Carolina,772832
Non-Hispanic White,65-74 years,North Dakota,60839
Non-Hispanic White,65-74 years,Ohio,1001644
Non-Hispanic White,65-74 years,Oklahoma,289902
Non-Hispanic White,65-74 years,Oregon,402456
Non-Hispanic White,65-74 years,Pennsylvania,1140373
Non-Hispanic White,65-74 years,Rhode Island,90166
Non-Hispanic White,65-74 years,South Carolina,412866
Non-Hispanic White,65-74 years,South Dakota,79434
Non-Hispanic White,65-74 years,Tennessee,558084
Non-Hispanic White,65-74 years,Texas,1313196
Non-Hispanic White,65-74 years,United States,22951945
Non-Hispanic White,65-74 years,Utah,187301
Non-Hispanic White,65-74 years,Vermont,70593
Non-Hispanic White,65-74 years,Virginia,578422
Non-Hispanic White,65-74 years,Washington,597291
Non-Hispanic White,65-74 years,West Virginia,202911
Non-Hispanic White,65-74 years,Wisconsin,528131
Non-Hispanic White,65-74 years,Wyoming,53366
Non-Hispanic White,75-84 years,Alabama,199545
Non-Hispanic White,75-84 years,Alaska,16053
Non-Hispanic White,75-84 years,Arizona,319643
Non-Hispanic White,75-84 years,Arkansas,137979
Non-Hispanic White,75-84 years,California,948939
Non-Hispanic White,75-84 years,Colorado,182252
Non-Hispanic White,75-84 years,Connecticut,151543
Non-Hispanic White,75-84 years,Delaware,42785
Non-Hispanic White,75-84 years,District of Columbia,8157
Non-Hispanic White,75-84 years,Florida,1038321
Non-Hispanic White,75-84 years,Georgia,304944
Non-Hispanic White,75-84 years,Hawaii,17889
Non-Hispanic White,75-84 years,Idaho,75670
Non-Hispanic White,75-84 years,Illinois,450442
Non-Hispanic White,75-84 years,Indiana,280126
Non-Hispanic White,75-84 years,Iowa,154232
Non-Hispanic White,75-84 years,Kansas,120967
Non-Hispanic White,75-84 years,Kentucky,199030
Non-Hispanic White,75-84 years,Louisiana,151833
Non-Hispanic White,75-84 years,Maine,77140
Non-Hispanic White,75-84 years,Maryland,179214
Non-Hispanic White,75-84 years,Massachusetts,282137
Non-Hispanic White,75-84 years,Michigan,429452
Non-Hispanic White,75-84 years,Minnesota,242971
Non-Hispanic White,75-84 years,Mississippi,105004
Non-Hispanic White,75-84 years,Missouri,276330
Non-Hispanic White,75-84 years,Montana,53626
Non-Hispanic White,75-84 years,Nebraska,82268
Non-Hispanic White,75-84 years,Nevada,100872
Non-Hispanic White,75-84 years,New Hampshire,65889
Non-Hispanic White,75-84 years,New Jersey,308015
Non-Hispanic White,75-84 years,New Mexico,62663
Non-Hispanic White,75-84 years,New York,654876
Non-Hispanic White,75-84 years,North Carolina,394333
Non-Hispanic White,75-84 years,North Dakota,32397
Non-Hispanic White,75-84 years,Ohio,519625
Non-Hispanic White,75-84 years,Oklahoma,158320
Non-Hispanic White,75-84 years,Oregon,188419
Non-Hispanic White,75-84 years,Pennsylvania,612960
Non-Hispanic White,75-84 years,Rhode Island,46257
Non-Hispanic White,75-84 years,South Carolina,204817
Non-Hispanic White,75-84 years,South Dakota,38794
Non-Hispanic White,75-84 years,Tennessee,287065
Non-Hispanic White,75-84 years,Texas,673457
Non-Hispanic White,75-84 years,United States,11971178
Non-Hispanic White,75-84 years,Utah,93797
Non-Hispanic White,75-84 years,Vermont,33036
Non-Hispanic White,75-84 years,Virginia,295732
Non-Hispanic White,75-84 years,Washington,276609
Non-Hispanic White,75-84 years,West Virginia,102751
Non-Hispanic White,75-84 years,Wisconsin,267370
Non-Hispanic White,75-84 years,Wyoming,24632
Non-Hispanic White,All Ages,Alabama,3197324
Non-Hispanic White,All Ages,Alaska,444411
Non-Hispanic White,All Ages,Arizona,3902867
Non-Hispanic White,All Ages,Arkansas,2176611
Non-Hispanic White,All Ages,California,14568608
Non-Hispanic White,All Ages,Colorado,3868329
Non-Hispanic White,All Ages,Connecticut,2376351
Non-Hispanic White,All Ages,Delaware,599061
Non-Hispanic White,All Ages,District of Columbia,260268
Non-Hispanic White,All Ages,Florida,11399170
Non-Hispanic White,All Ages,Georgia,5511319
Non-Hispanic White,All Ages,Hawaii,309043
Non-Hispanic White,All Ages,Idaho,1433895
Non-Hispanic White,All Ages,Illinois,7773275
Non-Hispanic White,All Ages,Indiana,5276640
Non-Hispanic White,All Ages,Iowa,2691471
Non-Hispanic White,All Ages,Kansas,2202954
Non-Hispanic White,All Ages,Kentucky,3766333
Non-Hispanic White,All Ages,Louisiana,2729264
Non-Hispanic White,All Ages,Maine,1246689
Non-Hispanic White,All Ages,Maryland,3050812
Non-Hispanic White,All Ages,Massachusetts,4928183
Non-Hispanic White,All Ages,Michigan,7485441
Non-Hispanic White,All Ages,Minnesota,4459268
Non-Hispanic White,All Ages,Mississippi,1686128
Non-Hispanic White,All Ages,Missouri,4858302
Non-Hispanic White,All Ages,Montana,912905
Non-Hispanic White,All Ages,Nebraska,1515603
Non-Hispanic White,All Ages,Nevada,1476377
Non-Hispanic White,All Ages,New Hampshire,1220322
Non-Hispanic White,All Ages,New Jersey,4892895
Non-Hispanic White,All Ages,New Mexico,777525
Non-Hispanic White,All Ages,New York,10830524
Non-Hispanic White,All Ages,North Carolina,6525505
Non-Hispanic White,All Ages,North Dakota,638189
Non-Hispanic White,All Ages,Ohio,9195982
Non-Hispanic White,All Ages,Oklahoma,2576177
Non-Hispanic White,All Ages,Oregon,3155276
Non-Hispanic White,All Ages,Pennsylvania,9741631
Non-Hispanic White,All Ages,Rhode Island,761439
Non-Hispanic White,All Ages,South Carolina,3238535
Non-Hispanic White,All Ages,South Dakota,718383
Non-Hispanic White,All Ages,Tennessee,4989758
Non-Hispanic White,All Ages,Texas,11912849
Non-Hispanic White,All Ages,United States,197546407
Non-Hispanic White,All Ages,Utah,2466025
Non-Hispanic White,All Ages,Vermont,579588
Non-Hispanic White,All Ages,Virginia,5234514
Non-Hispanic White,All Ages,Washington,5124948
Non-Hispanic White,All Ages,West Virginia,1662293
Non-Hispanic White,All Ages,Wisconsin,4712894
Non-Hispanic White,All Ages,Wyoming,484253
Non-Hispanic White,Under 25 years,Alabama,897814
Non-Hispanic White,Under 25 years,Alaska,125820
Non-Hispanic White,Under 25 years,Arizona,925949
Non-Hispanic White,Under 25 years,Arkansas,626719
Non-Hispanic White,Under 25 years,California,3361692
Non-Hispanic White,Under 25 years,Colorado,1024709
Non-Hispanic White,Under 25 years,Connecticut,610537
Non-Hispanic White,Under 25 years,Delaware,143539
Non-Hispanic White,Under 25 years,District of Columbia,58410
Non-Hispanic White,Under 25 years,Florida,2524595
Non-Hispanic White,Under 25 years,Georgia,1562003
Non-Hispanic White,Under 25 years,Hawaii,68468
Non-Hispanic White,Under 25 years,Idaho,456303
Non-Hispanic White,Under 25 years,Illinois,2087945
Non-Hispanic White,Under 25 years,Indiana,1591411
Non-Hispanic White,Under 25 years,Iowa,817225
Non-Hispanic White,Under 25 years,Kansas,671022
Non-Hispanic White,Under 25 years,Kentucky,1120609
Non-Hispanic White,Under 25 years,Louisiana,777538
Non-Hispanic White,Under 25 years,Maine,316196
Non-Hispanic White,Under 25 years,Maryland,804411
Non-Hispanic White,Under 25 years,Massachusetts,1286597
Non-Hispanic White,Under 25 years,Michigan,2111268
Non-Hispanic White,Under 25 years,Minnesota,1260711
Non-Hispanic White,Under 25 years,Mississippi,492775
Non-Hispanic White,Under 25 years,Missouri,1417196
Non-Hispanic White,Under 25 years,Montana,257988
Non-Hispanic White,Under 25 years,Nebraska,464803
Non-Hispanic White,Under 25 years,Nevada,328811
Non-Hispanic White,Under 25 years,New Hampshire,326780
Non-Hispanic White,Under 25 years,New Jersey,1281055
Non-Hispanic White,Under 25 years,New Mexico,167527
Non-Hispanic White,Under 25 years,New York,2863121
Non-Hispanic White,Under 25 years,North Carolina,1749647
Non-Hispanic White,Under 25 years,North Dakota,203481
Non-Hispanic White,Under 25 years,Ohio,2633159
Non-Hispanic White,Under 25 years,Oklahoma,720819
Non-Hispanic White,Under 25 years,Oregon,791082
Non-Hispanic White,Under 25 years,Pennsylvania,2564471
Non-Hispanic White,Under 25 years,Rhode Island,190183
Non-Hispanic White,Under 25 years,South Carolina,872638
Non-Hispanic White,Under 25 years,South Dakota,218019
Non-Hispanic White,Under 25 years,Tennessee,1396871
